name,full_name,trip_count,trip_list,stop_count,stop_list,id,direction_id
V-EXP 500D,Central Silk Board → Hebbala Bridge,34,"['06:30:00', '07:00:00', '07:30:00', '08:00:00', '08:20:00', '08:40:00', '09:00:00', '09:20:00', '09:40:00', '10:00:00', '10:20:00', '10:40:00', '11:00:00', '11:30:00', '11:55:00', '12:20:00', '12:50:00', '13:20:00', '13:50:00', '14:20:00', '14:50:00', '15:20:00', '15:40:00', '16:00:00', '16:30:00', '17:00:00', '17:20:00', '17:40:00', '18:00:00', '18:40:00', '19:20:00', '20:00:00', '20:45:00', '21:30:00']",11,"['Central Silk Board', 'Sarjapura Ring Road Junction', 'Eco Space', 'New Horizon College', 'Kadubisanahalli', 'Kalamandira Marathahalli Bridge', 'EMC2', 'KR Pura Railway Station', 'Tin Factory', 'Manyatha Tech Park', 'Hebbala Bridge']",8516,0
V-EXP 500D,Hebbala Bridge → Central Silk Board,34,"['06:30:00', '07:00:00', '07:30:00', '08:00:00', '08:20:00', '08:40:00', '09:00:00', '09:20:00', '09:40:00', '10:00:00', '10:20:00', '10:40:00', '11:00:00', '11:30:00', '11:55:00', '12:20:00', '12:50:00', '13:20:00', '13:50:00', '14:20:00', '14:50:00', '15:20:00', '15:40:00', '16:00:00', '16:20:00', '16:40:00', '17:00:00', '17:30:00', '18:00:00', '18:40:00', '19:20:00', '20:00:00', '20:45:00', '21:30:00']",11,"['Hebbala Bridge', 'Manyatha Tech Park', 'Tin Factory', 'KR Pura Railway Station', 'EMC2', 'Kalamandira Marathahalli Bridge', 'Kadubisanahalli', 'New Horizon College', 'Eco Space', 'Sarjapura Ring Road Junction', 'Central Silk Board']",8516,1
285-R HBLB-CHL,Hebbala Bridge → Challahalli,1,['16:30:00'],31,"['Hebbala Bridge', 'Military Dairy Farm (Esteem Mall)', 'Kodigehalli Gate', 'Byatarayanapura', 'GKVK GATE', 'Jakkur Aerodrum', 'Allalasandra Gate', 'Yelahanka Police Station', 'NES Office', 'Sheshadripuram College', 'Escorts', 'Wheel And Axle Plant', 'Puttenahalli', 'Ananthapura Gate', 'C R P F Yelahanka', 'Nagenahalli Gate', 'Avalahalli', 'Singanayakanahalli Gate', 'Honnenahalli', 'Rajanukunte', 'Sri Banashankari Layout', 'Ittagalpura Gate', 'Cable Factory Ittagallapura', 'Shanubhoganahalli Gate (Dibbur Cross)', 'HP Petrol Bunk Kakolu', 'Kakolu', 'KMF', 'Sonnenahalli Govt Hospital', 'Channasandra', 'Haniyuru', 'Challahalli']",9001,0
285-R HBLB-CHL,Challahalli → Hebbala Bridge,1,['15:10:00'],32,"['Challahalli', 'Haniyuru', 'Channasandra', 'Sonnenahalli Govt Hospital', 'KMF', 'Kakolu', 'HP Petrol Bunk Kakolu', 'Seethakempanahalli Gate', 'Shanubhoganahalli Gate (Dibbur Cross)', 'Cable Factory Ittagallapura', 'Ittagalpura Gate', 'Sri Banashankari Layout', 'Rajanukunte', 'Honnenahalli', 'Singanayakanahalli Gate', 'Avalahalli', 'Nagenahalli Gate', 'C R P F Yelahanka', 'Ananthapura Gate', 'Puttenahalli', 'Wheel And Axle Plant', 'Escorts', 'Sheshadripuram College', 'NES Office', 'Yelahanka Police Station', 'Allalasandra Gate', 'Jakkur Aerodrum', 'GKVK GATE', 'Byatarayanapura', 'Kodigehalli Gate', 'Military Dairy Farm (Esteem Mall)', 'Hebbala Bridge']",9001,1
500-AD,Chikkallasandra → Hebbala Bridge,2,"['09:00:00', '09:30:00']",52,"['Chikkallasandra', 'Mahesh Medicals', 'Chikkallasandra Aralimara', 'Prarthana School', 'Kadirenahalli Village', 'Kadirenahalli Cross', 'Banashankari Bus Station', 'Sangam Circle', 'Jayanagara 5th Block', 'Marenahalli Petrol Bunk(Ragigudda Metro Station)', 'Ragigudda Temple', 'East End Jayanagara', 'MICO Layout BTM', 'BTM Layout Water Tank', 'BTM Layout 16th Main', 'Kuvempunagara ( BTM Layout)', 'Central Silk Board Metro Station', 'Central Silk Board', 'SI Apartment HSR Layout', '14th Main HSR Layout', 'Depot-25 Gate', 'Agara Junction', 'Ibbaluru', 'Sarjapura Ring Road Junction', 'Bellanduru Petrol Bunk', 'Bellanduru City light Apartment', 'Eco Space', 'Devarabisanahalli Ring Road', 'New Horizon College', 'Kadubisanahalli', 'Multiplex Marathahalli', 'Kalamandira Marathahalli Bridge', 'Karthik Nagara', 'Dodda Nekkundi Bridge/Rainbow Hospital', 'EMC2', 'Mahadevapura Ring Road', 'B Narayanapura Ring Road', 'KR Pura Railway Station', 'Tin Factory', 'Kasthurinagara', 'B Channasandra Bridge(Ramamurthy Nagara Ring Road)', 'Vijaya Bank Colony Ring Road', 'Horamavu Signal', 'Babusabpalya', 'Kalyananagara', 'Hennur Junction', 'HBR Layout', 'Nagawara Junction', 'Manyatha Tech Park', 'Veerannapalya', 'Kempapura', 'Hebbala Bridge']",1715,0
501-NH DPJN-HBLB,Deepanjalinagara → Hebbala Bridge,16,"['05:45:00', '06:06:00', '06:21:00', '06:37:00', '06:51:00', '13:16:00', '13:31:00', '13:47:00', '13:57:00', '14:02:00', '14:17:00', '14:46:00', '16:35:00', '16:45:00', '17:00:00', '17:15:00']",30,"['Deepanjalinagara', 'BHEL', 'Mysore Road Metro Station', 'Nayandahalli Junction', '1st Stage 3rd Block Nagarabhavi (Summanahalli)', 'Nagarabhavi Circle', 'BDA Complex Cross Nagarabhavi', 'Malagala', 'Summanahalli', 'Depot-31 Gate', 'Lurdubayi Samudaya Bhavana', 'Kempegowda Arch', 'Laggere Bridge', 'Nandini Layout Ring Road', 'Nandhini Layout', 'Rajkumar Punya Bhoomi', 'Kanteerava Studio', 'Modern Food Goraguntepalya', 'Reliance Petrol Bunk Goraguntepalya', 'Goraguntepalya', 'Alisda', 'Jalahalli Village', 'Jalahalli Bakery', 'Muthyalanagara Cross', 'MES Road', 'BEL Circle', 'Kuvempu Circle', 'Devinagara Cross', 'Bhadrappa Layout', 'Hebbala Bridge']",6141,0
501-NH DPJN-HBLB,Hebbala Bridge → Deepanjalinagara,17,"['09:55:00', '10:10:00', '10:25:00', '10:40:00', '10:55:00', '11:10:00', '11:50:00', '14:40:00', '14:45:00', '14:50:00', '15:15:00', '17:35:00', '19:55:00', '20:00:00', '20:30:00', '20:35:00', '21:00:00']",31,"['Hebbala Bridge', 'Bhadrappa Layout', 'Devinagara Cross', 'Kuvempu Circle', 'BEL Circle', 'MES Road', 'Muthyalanagara Cross', 'Jalahalli Bakery', 'Jalahalli Village', 'Alisda', 'Goraguntepalya', 'Reliance Petrol Bunk Goraguntepalya', 'Modern Food Goraguntepalya', 'Kanteerava Studio', 'Rajkumar Punya Bhoomi', 'Nandhini Layout', 'Nandini Layout Ring Road', 'Laggere Bridge', 'Kempegowda Arch', 'Lurdubayi Samudaya Bhavana', 'Depot-31 Gate', 'Summanahalli', 'Sattva Anugraha Apartment', 'Malagala', 'BDA Complex Cross Nagarabhavi', 'Nagarabhavi Circle', '1st Stage 3rd Block Nagarabhavi (Nayandahalli)', 'Nayandahalli Junction', 'Mysore Road Metro Station', 'BHEL', 'Deepanjalinagara']",6141,1
500-D D10G-HBLB,Depot-10 Gate → Hebbala Bridge,21,"['06:16:00', '06:31:00', '06:41:00', '06:51:00', '06:56:00', '07:01:00', '07:06:00', '07:26:00', '08:11:00', '08:16:00', '08:36:00', '08:41:00', '08:46:00', '08:51:00', '08:56:00', '09:01:00', '09:06:00', '09:11:00', '09:16:00', '14:36:00', '15:11:00']",8,"['Depot-10 Gate', 'Hennur Junction', 'HBR Layout', 'Nagawara Junction', 'Manyatha Tech Park', 'Veerannapalya', 'Kempapura', 'Hebbala Bridge']",2698,0
500-D D10G-HBLB,Hebbala Bridge → Depot-10 Gate,18,"['11:05:00', '11:20:00', '11:25:00', '11:40:00', '11:50:00', '12:10:00', '12:15:00', '12:25:00', '12:50:00', '18:05:00', '18:20:00', '19:10:00', '19:30:00', '19:35:00', '20:10:00', '20:55:00', '21:05:00', '21:15:00']",8,"['Hebbala Bridge', 'Kempapura', 'Veerannapalya', 'Manyatha Tech Park', 'Nagawara Junction', 'HBR Layout', 'Hennur Junction', 'Depot-10 Gate']",2698,1
500-D D10G-NGW-HBLB,Depot-10 Gate → Hebbala Bridge,3,"['06:51:00', '14:46:00', '15:01:00']",8,"['Depot-10 Gate', 'Hennur Junction', 'HBR Layout', 'Nagawara Junction', 'Manyatha Tech Park', 'Veerannapalya', 'Kempapura', 'Hebbala Bridge']",7986,0
500-D D10G-NGW-HBLB,Hebbala Bridge → Depot-10 Gate,26,"['12:35:00', '17:35:00', '17:40:00', '17:45:00', '17:50:00', '17:55:00', '18:00:00', '18:10:00', '18:20:00', '18:30:00', '18:55:00', '19:05:00', '19:40:00', '19:45:00', '19:50:00', '19:55:00', '20:00:00', '20:05:00', '20:30:00', '20:40:00', '20:45:00', '20:50:00', '20:55:00', '21:00:00', '21:05:00', '21:10:00']",8,"['Hebbala Bridge', 'Kempapura', 'Veerannapalya', 'Manyatha Tech Park', 'Nagawara Junction', 'HBR Layout', 'Hennur Junction', 'Depot-10 Gate']",7986,1
D28-HBLB,Depot-28 Hebbala → Hebbala Bridge,74,"['04:15:00', '04:40:00', '04:45:00', '05:00:00', '05:10:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:05:00', '06:15:00', '06:20:00', '06:30:00', '06:45:00', '06:50:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00', '07:25:00', '07:30:00', '07:35:00', '07:40:00', '07:55:00', '08:00:00', '08:10:00', '08:15:00', '08:20:00', '08:30:00', '08:45:00', '08:55:00', '09:05:00', '09:10:00', '09:30:00', '09:40:00', '09:45:00', '09:50:00', '10:10:00', '10:25:00', '10:45:00', '10:50:00', '10:55:00', '11:45:00', '11:50:00', '12:25:00', '13:15:00', '13:40:00', '13:50:00', '13:55:00', '14:00:00', '14:10:00', '14:20:00', '14:25:00', '14:30:00', '14:40:00', '14:50:00', '14:55:00', '15:00:00', '15:05:00', '15:10:00', '15:15:00', '15:20:00', '15:30:00', '15:40:00', '15:45:00', '15:55:00', '16:05:00', '16:50:00', '17:15:00', '17:40:00', '18:15:00', '18:30:00', '19:50:00']",2,"['Depot-28 Hebbala', 'Hebbala Bridge']",5481,0
D28-HBLB,Hebbala Bridge → Depot-28 Hebbala,76,"['00:00:00', '03:05:00', '03:30:00', '05:00:00', '06:30:00', '07:45:00', '08:25:00', '08:30:00', '08:55:00', '09:30:00', '10:20:00', '11:35:00', '11:50:00', '12:20:00', '12:30:00', '12:45:00', '12:50:00', '12:55:00', '13:05:00', '13:10:00', '13:15:00', '13:20:00', '13:25:00', '13:30:00', '13:35:00', '13:40:00', '13:45:00', '13:50:00', '13:55:00', '14:05:00', '14:25:00', '15:45:00', '15:50:00', '17:55:00', '18:05:00', '18:10:00', '18:15:00', '18:25:00', '18:35:00', '18:40:00', '18:50:00', '18:55:00', '19:00:00', '19:05:00', '19:15:00', '19:25:00', '19:30:00', '19:35:00', '19:40:00', '19:45:00', '19:55:00', '20:00:00', '20:05:00', '20:20:00', '20:25:00', '20:30:00', '20:45:00', '20:55:00', '21:00:00', '21:10:00', '21:25:00', '21:30:00', '21:40:00', '21:45:00', '21:50:00', '21:55:00', '22:04:00', '22:05:00', '22:10:00', '22:15:00', '22:20:00', '22:25:00', '22:30:00', '22:50:00', '23:15:00', '23:20:00']",2,"['Hebbala Bridge', 'Depot-28 Hebbala']",5481,1
501-BH D35G-HBL,Depot-35 Gate → Hebbala Bridge,1,['14:21:00'],40,"['Depot-35 Gate', 'Adukale Food Factory', 'Seegehalli Cross', 'Seegehalli Gate', 'Kadabagere Cross', 'Machohalli Gate', 'Forest Gate', 'Chikka Gollarahatti', 'Kachohalli Gate', 'Gollarahatti', 'Byadarahalli College Cross', 'Byadarahalli', 'East West College Cross', 'Anjananagara', 'Herohalli Cross1', 'Janapriya Apartment', 'Sunkadakatte', 'Kottigepalya', 'Summanahalli', 'Depot-31 Gate', 'Lurdubayi Samudaya Bhavana', 'Kempegowda Arch', 'Laggere Bridge', 'Nandini Layout Ring Road', 'Nandhini Layout', 'Rajkumar Punya Bhoomi', 'Kanteerava Studio', 'Modern Food Goraguntepalya', 'Reliance Petrol Bunk Goraguntepalya', 'Goraguntepalya', 'Alisda', 'Jalahalli Village', 'Jalahalli Bakery', 'Muthyalanagara Cross', 'MES Road', 'BEL Circle', 'Kuvempu Circle', 'Devinagara Cross', 'Bhadrappa Layout', 'Hebbala Bridge']",1782,0
501-BH D35G-HBL,Hebbala Bridge → Depot-35 Gate,1,['11:10:00'],40,"['Hebbala Bridge', 'Bhadrappa Layout', 'Devinagara Cross', 'Kuvempu Circle', 'BEL Circle', 'MES Road', 'Muthyalanagara Cross', 'Jalahalli Bakery', 'Jalahalli Village', 'Alisda', 'Goraguntepalya', 'Reliance Petrol Bunk Goraguntepalya', 'Modern Food Goraguntepalya', 'Kanteerava Studio', 'Rajkumar Punya Bhoomi', 'Nandhini Layout', 'Nandini Layout Ring Road', 'Laggere Bridge', 'Kempegowda Arch', 'Lurdubayi Samudaya Bhavana', 'Depot-31 Gate', 'Summanahalli', 'Kottigepalya', 'Lakshmi Institution', 'Sunkadakatte', 'Herohalli Cross', 'Anjananagara', 'East West College Cross', 'Byadarahalli', 'Byadarahalli College Cross', 'Gollarahatti', 'Kachohalli Gate', 'Chikka Gollarahatti', 'Forest Gate', 'Machohalli Gate', 'Kadabagere Cross', 'Seegehalli Gate', 'Seegehalli Cross', 'Adukale Food Factory', 'Depot-35 Gate']",1782,1
506-A D41G-HBL,Depot-41 Gate → Hebbala Bridge,1,['15:11:00'],46,"['Depot-41 Gate', 'Hosahalli', 'Gunjuru', 'Vinayakanagara Varthur', 'Varthuru Police Station', 'Varthuru', 'Varthuru Govt College', 'Varthur kodi', 'Forum Mall', 'Brooke Bond', 'White Field Post Office', 'Sai Baba General Hospital', 'Whitefiled ACP Police Station', 'Munish Singh Hospital', 'Hope Farm', 'BPL', 'GR Tech Park ITPL', 'ITPL', 'Pattandur Agrahara Gate', 'Big Bazzar ITPL', 'Prestige Shantiniketana /Manipal Hospital', 'Rajapalya', 'Hoodi', 'Hoodi Metro Station', 'Graphite Junction', 'ESI Hospital/Brook Steel', 'Garudacharpalya', 'Singaianapalya Phoenix', 'Mahadevapura', 'B Narayanapura', 'KR Pura Railway Station', 'Tin Factory', 'Kasthurinagara', 'B Channasandra Bridge(Ramamurthy Nagara Ring Road)', 'Vijaya Bank Colony Ring Road', 'Horamavu Signal', 'Babusabpalya', 'Kalyananagara 80 feet Road', 'Kalyananagara', 'Hennur Junction', 'HBR Layout', 'Nagawara Junction', 'Manyatha Tech Park', 'Veerannapalya', 'Kempapura', 'Hebbala Bridge']",3770,0
506-A D41G-HBL,Hebbala Bridge → Depot-41 Gate,1,['11:35:00'],44,"['Hebbala Bridge', 'Kempapura', 'Veerannapalya', 'Manyatha Tech Park', 'Nagawara Junction', 'HBR Layout', 'Hennur Junction', 'Kalyananagara', 'Kalyananagara 80 feet Road', 'Babusabpalya', 'Horamavu Signal', 'Vijaya Bank Colony Ring Road', 'B Channasandra Bridge(Ramamurthy Nagara Ring Road)', 'Kasthurinagara', 'Tin Factory', 'KR Pura Railway Station', 'B Narayanapura', 'Mahadevapura', 'Singaianapalya Phoenix', 'Garudacharpalya', 'ESI Hospital/Brook Steel', 'Hoodi', 'Rajapalya', 'Prestige Shantiniketana /Manipal Hospital', 'Big Bazzar ITPL', 'Pattandur Agrahara Gate', 'ITPL', 'GR Tech Park ITPL', 'BPL', 'Hope Farm', 'Munish Singh Hospital', 'Whitefiled ACP Police Station', 'Sai Baba General Hospital', 'White Field Post Office', 'Brooke Bond', 'Forum Mall', 'Varthur Kodi', 'Varthuru Govt College', 'Varthuru', 'Varthuru Police Station', 'Vinayakanagara Varthur', 'Gunjuru', 'Hosahalli', 'Depot-41 Gate']",3770,1
D45-TDL-HBLB,Hebbala Bridge → Depot-45 Gate,1,['17:20:00'],25,"['Hebbala Bridge', 'Military Dairy Farm (Esteem Mall)', 'Kodigehalli Gate', 'SanjeeviniNagara', 'Sahakara Nagara Post Office', 'Ganesha Temple Sahakara Nagara', 'Sahakara Nagara Police Station', 'Maruthi Nagara', 'Kodigehalli', 'Railway Gate Kodigehalli', 'Virupakshapura', 'Tennis Court Thindlu', 'Thindlu', 'Lakeshore Garden', 'Nanjappa Circle', 'Vidyaranyapura 1st Block', 'Canara Bank Vidyaranyapura', 'Vidyaranyapura 3rd Block', 'Lakshmi Venkateshwara Temple', 'Vidyaranyapura Post Office', 'Echalamara Vidyaranyapura', 'Durga Parameshwari Temple', 'Vidyaranyapura', 'Jalli Machine', 'Depot-45 Gate']",4513,1
500-EB ELC-HBL,Electronic City → Hebbala Bridge,2,"['20:15:00', '20:35:00']",43,"['Electronic City', 'Konappana Agarhara (Electronic City Metro Station)', 'PESCE College Electronic City', 'Hosa Road Metro Station', 'New MICO Gate', 'Bengaluru Central Jail', 'Rayasandra Circle', 'Rayasandra', 'KSRP Training Centre', 'Choodasandra Circle', 'Amrutha Engineering College', 'Kasavanahalli', 'Kaikondrahalli', 'Bellanduru Gate SJP Road', 'Sarjapura Ring Road Junction', 'Bellanduru Petrol Bunk', 'Bellanduru City light Apartment', 'Eco Space', 'Devarabisanahalli Ring Road', 'New Horizon College', 'Kadubisanahalli', 'Multiplex Marathahalli', 'Kalamandira Marathahalli Bridge', 'Karthik Nagara', 'Dodda Nekkundi Bridge/Rainbow Hospital', 'EMC2', 'Mahadevapura Ring Road', 'B Narayanapura Ring Road', 'KR Pura Railway Station', 'Tin Factory', 'Kasthurinagara', 'B Channasandra Bridge(Ramamurthy Nagara Ring Road)', 'Vijaya Bank Colony Ring Road', 'Horamavu Signal', 'Babusabpalya', 'Kalyananagara', 'Hennur Junction', 'HBR Layout', 'Nagawara Junction', 'Manyatha Tech Park', 'Veerannapalya', 'Kempapura', 'Hebbala Bridge']",8598,0
500-EB ELC-HBL,Hebbala Bridge → Electronic City,2,"['05:45:00', '06:00:00']",44,"['Hebbala Bridge', 'Kempapura', 'Veerannapalya', 'Manyatha Tech Park', 'Nagawara Junction', 'HBR Layout', 'Hennur Junction', 'Kalyananagara', 'Kalyananagara 80 feet Road', 'Babusabpalya', 'Horamavu Signal', 'Vijaya Bank Colony Ring Road', 'B Channasandra Bridge(Ramamurthy Nagara Ring Road)', 'Kasthurinagara', 'Tin Factory', 'KR Pura Railway Station', 'B Narayanapura Ring Road', 'Mahadevapura Ring Road', 'EMC2', 'Dodda Nekkundi Bridge/Rainbow Hospital', 'Karthik Nagara', 'Kalamandira Marathahalli Bridge', 'Multiplex Marathahalli', 'Kadubisanahalli', 'New Horizon College', 'Devarabisanahalli Ring Road', 'Eco Space', 'Bellanduru City Light Appartment', 'Bellanduru Petrol Bunk', 'Sarjapura Ring Road Junction', 'Bellanduru Gate SJP Road', 'Kaikondrahalli', 'Kasavanahalli', 'Amrutha Engineering College', 'Choodasandra Circle', 'KSRP Training Centre', 'Rayasandra', 'Rayasandra Circle', 'Bengaluru Central Jail', 'New MICO Gate', 'Hosa Road Metro Station', 'PESCE College Electronic City', 'Konappana Agarhara (Electronic City Metro Station)', 'Electronic City']",8598,1
V-500E ELCKIA-HBLB,Electronic City KIA → Hebbala Bridge,6,"['01:15:00', '06:30:00', '06:55:00', '07:25:00', '11:15:00', '13:45:00']",47,"['Electronic City KIA', 'Infosys Parking Lot', 'Siemens', 'Electronic City', 'Konappana Agarhara (Electronic City Metro Station)', 'PESCE College Electronic City', 'Hosa Road Metro Station', 'Singasandra', 'Kudlu Gate', 'Garvebhavipalya', 'Bommanahalli', 'Roopena Agrahara', 'Central Silk Board', 'SI Apartment HSR Layout', '14th Main HSR Layout', 'Depot-25 Gate', 'Agara Junction', 'Ibbaluru', 'Sarjapura Ring Road Junction', 'Bellanduru Petrol Bunk', 'Bellanduru City light Apartment', 'Eco Space', 'Devarabisanahalli Ring Road', 'New Horizon College', 'Kadubisanahalli', 'Multiplex Marathahalli', 'Kalamandira Marathahalli Bridge', 'Karthik Nagara', 'Dodda Nekkundi Bridge/Rainbow Hospital', 'EMC2', 'Mahadevapura Ring Road', 'B Narayanapura Ring Road', 'KR Pura Railway Station', 'Tin Factory', 'Kasthurinagara', 'B Channasandra Bridge(Ramamurthy Nagara Ring Road)', 'Vijaya Bank Colony Ring Road', 'Horamavu Signal', 'Babusabpalya', 'Kalyananagara', 'Hennur Junction', 'HBR Layout', 'Nagawara Junction', 'Manyatha Tech Park', 'Veerannapalya', 'Kempapura', 'Hebbala Bridge']",6887,0
502-A GNP-HBL,Gonipura → Hebbala Bridge,1,['08:35:00'],76,"['Gonipura', 'GOVT Hospital K Gollahalli', 'K Gollahalli', 'Eradu Kamba', 'Nalku Kamba', 'Ranga Jangama', 'Devagere Cross', 'Thagachaguppe', 'Pinto Bore', 'YMCA Public School', 'Kumbalagodu', 'Ramohalli Cross', 'Juggath Pharma', 'Anchepalya', 'RR Medical College', 'Vishwa Okkaligara Mata Basavanagara', 'NICE Road Kengeri Road Junction', 'Depot-12 Gate', 'Kengeri Metro Station', 'Kengeri Police Station', 'Kengeri Bus Station', 'Kengeri Bus Station', 'Kengeri Police Station', 'Kengeri Ganesha Temple', 'Kommaghatta Junction', 'Kengeri Post Office', 'Kengeri Railway Station', 'Kengeri Satellite Town', 'Kengeri Church', 'Shirke KHB Quarters', 'Nagadevanahalli', 'Kenchanapura Cross', 'Mariyappanapalya', 'PVP School', 'Univesity Quarters', 'Mallathahalli Cross', 'Kengunte Circle (IIPM)', 'Vinayaka Layout Nagarabhavi', 'NGEF Layout Nagarabhavi', '12th Block Nagarabhavi', 'Manasa Nagara', 'Nagarabhavi Circle', 'Maruthi Nagara', 'Byraveshwaranagara', 'Kalyananagara', 'Moodalapalya', 'Priyadarshini Layout', 'Saraswathi Nagara', 'Prashanth Nagara', 'Govindarajanagara', 'Vijayanagara', 'Manuvana', 'Magadi Road TollGate', 'Aralimara Industrial Area Rajajinagara', 'Industrial Area Rajajinagara', 'Dhobi Ghat Rajajinagara', 'ESI Hospital Rajajinagara', 'Manjunatha Nagara', 'Rajajinagara Metro Station', 'Rajajinagara 1st Block', 'Mahalakshmi Layout Entrance', 'Iskcon Temple', 'Govt Soap Factory', 'Govardhan Talkies', 'Yeshawanthapura Bus Station', 'Yeshawanthapura Tollgate', 'Yeshawanthapura Ayyappa Temple', 'Diwanarapalya', 'MS Ramaiah College', 'Mathikere', 'Gokula', 'BEL Circle', 'Kuvempu Circle', 'Devinagara Cross', 'Bhadrappa Layout', 'Hebbala Bridge']",3941,0
285 HRTA-HBLB,Heritage Estate Rajanukunte → Hebbala Bridge,1,['19:55:00'],15,"['Heritage Estate Rajanukunte', 'Ananthapura Gate', 'Puttenahalli', 'Wheel And Axle Plant', 'Escorts', 'Sheshadripuram College', 'NES Office', 'Yelahanka Police Station', 'Allalasandra Gate', 'Jakkur Aerodrum', 'GKVK GATE', 'Byatarayanapura', 'Kodigehalli Gate', 'Military Dairy Farm (Esteem Mall)', 'Hebbala Bridge']",7842,0
500-HK,Hosakote Bus Stand (Old) → Hebbala Bridge,30,"['04:45:00', '05:15:00', '05:30:00', '06:00:00', '06:45:00', '07:45:00', '08:15:00', '08:30:00', '08:50:00', '09:10:00', '09:30:00', '10:15:00', '10:50:00', '11:10:00', '11:30:00', '12:25:00', '12:45:00', '14:25:00', '14:45:00', '14:55:00', '15:05:00', '15:10:00', '15:25:00', '16:30:00', '16:45:00', '18:05:00', '18:20:00', '18:35:00', '20:00:00', '20:15:00']",36,"['Hosakote Bus Stand (Old)', 'Hosakote Flower Market', 'Hosakote K E B Circle', 'Hosakote Bus Station (TTMC)', 'Hosakote High School', 'Hosakote Toll', 'Hosakote Kodi', 'Katamanallur Gate', 'Sapthagiri Convention Hall', 'Budigere Cross', 'Bandapura Gate', 'Cheemasandra Gate', 'Avalahalli Hosakote', 'Cipla Avalahalli', 'Medahalli', 'SJES College', 'Bhattarahalli', 'TC Palya  Gate Hosakote Road', 'KR Pura Extension', 'KR Pura Bus Stand', 'KR Pura Bus Stand 1', 'Tin Factory', 'Kasthurinagara', 'B Channasandra Bridge(Ramamurthy Nagara Ring Road)', 'Vijaya Bank Colony Ring Road', 'Horamavu Signal', 'Babusabpalya', 'Kalyananagara 80 feet Road', 'Kalyananagara', 'Hennur Junction', 'HBR Layout', 'Nagawara Junction', 'Manyatha Tech Park', 'Veerannapalya', 'Kempapura', 'Hebbala Bridge']",2854,0
500-HK,Hebbala Bridge → Hosakote Bus Stand (Old),33,"['04:30:00', '05:15:00', '06:15:00', '06:45:00', '07:00:00', '07:30:00', '08:15:00', '08:50:00', '09:10:00', '09:30:00', '09:45:00', '10:15:00', '10:30:00', '10:50:00', '11:10:00', '12:25:00', '12:45:00', '13:05:00', '14:25:00', '14:45:00', '14:55:00', '15:10:00', '16:00:00', '16:20:00', '16:30:00', '16:40:00', '16:45:00', '17:00:00', '18:05:00', '18:20:00', '20:15:00', '20:30:00', '20:45:00']",36,"['Hebbala Bridge', 'Kempapura', 'Veerannapalya', 'Manyatha Tech Park', 'Nagawara Junction', 'HBR Layout', 'Hennur Junction', 'Kalyananagara', 'Kalyananagara 80 feet Road', 'Babusabpalya', 'Horamavu Signal', 'Vijaya Bank Colony Ring Road', 'B Channasandra Bridge(Ramamurthy Nagara Ring Road)', 'Kasthurinagara', 'Tin Factory', 'ITI Colony Gate', 'KR Pura Bus Stand', 'KR Pura Bus Stand', 'KR Pura Extension', 'TC Palya  Gate Hosakote Road', 'Bhattarahalli', 'SJES College', 'Medahalli', 'Cipla Avalahalli', 'Avalahalli Hosakote', 'Cheemasandra Gate', 'Bandapura Gate', 'Budigere Cross', 'Sapthagiri Convention Hall', 'Katamanallur Gate', 'Hosakote Kodi', 'Hosakote Toll', 'Hosakote High School', 'Hosakote BEO office', 'Hosakote Flower Market', 'Hosakote Bus Stand (Old)']",2854,1
V-500HK,Hosakote Bus Stand (Old) → Hebbala Bridge,2,"['10:05:00', '17:45:00']",35,"['Hosakote Bus Stand (Old)', 'Hosakote Flower Market', 'Hosakote K E B Circle', 'Hosakote Bus Station (TTMC)', 'Hosakote Toll (Volvo)', 'Hosakote Kodi', 'Katamanallur Gate', 'Sapthagiri Convention Hall', 'Budigere Cross', 'Bandapura Gate', 'Cheemasandra Gate', 'Avalahalli Hosakote', 'Cipla Avalahalli', 'Medahalli', 'SJES College', 'Bhattarahalli', 'TC Palya  Gate Hosakote Road', 'KR Pura Extension', 'KR Pura Bus Stand', 'KR Pura Bus Stand 1', 'Tin Factory', 'Kasthurinagara', 'B Channasandra Bridge(Ramamurthy Nagara Ring Road)', 'Vijaya Bank Colony Ring Road', 'Horamavu Signal', 'Babusabpalya', 'Kalyananagara 80 feet Road', 'Kalyananagara', 'Hennur Junction', 'HBR Layout', 'Nagawara Junction', 'Manyatha Tech Park', 'Veerannapalya', 'Kempapura', 'Hebbala Bridge']",6761,0
